0	0.8361	0.8445	0.8274	0.8017	0.8364	0.9013	0.8819	0.8516	0.8397	0.8288	0.8079	0.7963	0.799	0.8158
0.8405	0	0.8996	0.9157	0.828	0.8147	0.8507	0.8448	0.8158	0.9158	0.7944	0.7825	0.8159	0.7745	0.7887
0.8453	0.8846	0	0.8826	0.825	0.8154	0.8364	0.8492	0.8297	0.862	0.8076	0.7822	0.811	0.7779	0.7948
0.8421	0.9102	0.9455	0	0.826	0.8173	0.8509	0.8478	0.8243	0.931	0.7979	0.7818	0.8163	0.7759	0.7921
0.4485	0.4782	0.4747	0.4773	0	0.4315	0.4542	0.4516	0.4414	0.4823	0.4108	0.4645	0.5006	0.432	0.4682
0.8467	0.819	0.819	0.8233	0.7854	0	0.8574	0.8653	0.8896	0.8256	0.8021	0.8227	0.8106	0.8189	0.8327
0.9105	0.847	0.8508	0.8611	0.8032	0.8349	0	0.9457	0.8472	0.8454	0.8248	0.8061	0.789	0.8004	0.8156
0.8792	0.8356	0.845	0.8417	0.7987	0.8438	0.955	0	0.8486	0.846	0.8177	0.804	0.7929	0.8021	0.8137
0.8536	0.8171	0.8275	0.8099	0.793	0.8618	0.8475	0.8546	0	0.8227	0.8091	0.8279	0.8137	0.8243	0.8409
0.8379	0.9136	0.8924	0.93	0.826	0.8152	0.8487	0.8408	0.8158	0	0.7959	0.7835	0.813	0.7777	0.7908
0.0633	0.0391	0.0591	0.0434	0.0084	0.0506	0.0782	0.0593	0.0575	0.0441	0	0.0241	0.0143	0.0081	0.0302
0.4892	0.4599	0.4647	0.4613	0.4951	0.4988	0.4902	0.4891	0.5075	0.4644	0.4521	0	0.5197	0.4984	0.5724
0.4212	0.44	0.4311	0.4412	0.475	0.4332	0.4174	0.4223	0.4405	0.4432	0.3878	0.4656	0	0.435	0.4745
0.1561	0.1344	0.1388	0.1359	0.1414	0.1718	0.162	0.1595	0.1854	0.1378	0.1233	0.1829	0.1648	0	0.1856
0.443	0.4118	0.4219	0.4189	0.4485	0.4526	0.4429	0.4466	0.4527	0.4178	0.4013	0.5162	0.4783	0.4565	0
